연도	시도	시군구	계열구분	설립구분	남녀구분	지역규모	학교명	주야간	교원수								직원수	학생수	학급수	홈페이지
									계		보통교과담당		전문교과담당		기타					
									계	여자	계	여자	계	여자	계	여자				
2018	충남	논산시	공업고등학교	공립	남여공학	중소도시	논산공업고등학교	주간	68	27	20	15	33	5	15	7	9	486	29	http://nstl.cnehs.kr
2018	충남	논산시	상업고등학교	공립	남여공학	읍지역	강경상업고등학교	주간	43	27	16	11	17	10	10	6	4	321	16	http://www.gangsang.hs.kr
2018	충남	논산시	상업고등학교	공립	남여공학	면지역	충남인터넷고등학교	주간	31	16	11	7	12	5	8	4	5	182	12	http://www.cihs.hs.kr
2018	충남	논산시	상업고등학교	사립	여자	중소도시	논산여자상업고등학교	주간	47	28	18	7	23	17	6	4	4	450	21	http://www.nonsan-gch.cnehs.kr
2018	충남	논산시	공업고등학교	공립	남여공학	읍지역	연무대기계공업고등학교	주간	43	6	13	3	23	2	7	1	7	290	16	http://yeonmutech.cnehs.kr
2018	충남	금산군	농림업고등학교	공립	남여공학	읍지역	금산산업고등학교	주간	37	18	8	4	19	8	10	6	6	222	13	http://kumsan-ih.cnehs.kr
2018	충남	금산군	공업고등학교	공립	남여공학	면지역	금산하이텍고등학교	주간	23	5	8	2	11	3	4	0	4	188	9	http://ksh.cnehs.kr/
2018	충남	부여군	공업고등학교	공립	남여공학	면지역	부여전자고등학교	주간	25	9	6	4	12	2	7	3	4	133	9	http://www.garim.cnehs.kr
2018	충남	부여군	상업고등학교	공립	남여공학	면지역	부여정보고등학교	주간	33	10	10	5	16	3	7	2	2	218	14	http://bishs.cnehs.kr
2018	충남	부여군	농림업고등학교	공립	남여공학	면지역	한국식품마이스터고등학교	주간	29	15	8	2	13	9	8	4	6	171	10	http://www.kfm.cnehs.kr
2018	충남	서천군	공업고등학교	공립	남여공학	읍지역	충남조선공업고등학교	주간	29	9	9	3	13	3	7	3	6	202	11	http://cnjs.cnehs.kr
2018	충남	서천군	상업고등학교	사립	여자	읍지역	서천여자정보고등학교	주간	23	13	9	8	9	3	5	2	5	96	9	http://www.sochon-i.cnehs.kr
2018	충남	홍성군	공업고등학교	공립	남여공학	면지역	홍성공업고등학교	주간	21	6	6	3	11	2	4	1	3	208	9	http://www.hstec.cnehs.kr/
2018	충남	예산군	공업고등학교	공립	남여공학	읍지역	예산전자공업고등학교	주간	48	22	12	6	25	10	11	6	6	388	19	http://yes.cnehs.kr
2018	충남	당진시	상업고등학교	공립	남여공학	중소도시	당진정보고등학교	주간	65	32	19	10	34	16	12	6	5	714	30	http://www.dangjin-ih.cnehs.kr
2018	충남	당진시	공업고등학교	공립	남자	읍지역	합덕제철고등학교	주간	42	14	14	5	20	5	8	4	5	294	16	http://steel.cnehs.kr
2018	전북	전주시	농림업고등학교	공립	남여공학	중소도시	전주생명과학고등학교	주간	71	43	21	15	35	17	15	11	11	848	33	http://www.jls.hs.kr
2018	전북	전주시	공업고등학교	공립	남여공학	중소도시	전주공업고등학교	주간	95	31	30	15	47	7	18	9	12	"1,074"	41	http://jt.hs.kr/
2018	전북	전주시	상업고등학교	공립	남여공학	중소도시	전주상업정보고등학교	주간	61	37	24	14	27	15	10	8	7	671	27	http://jgch.hs.kr/
2018	전북	전주시	상업고등학교	사립	여자	중소도시	완산여자고등학교	주간	44	18	19	10	20	7	5	1	6	500	24	http://wansan.hs.kr
2018	전북	군산시	상업고등학교	공립	남여공학	중소도시	군산상업고등학교	주간	66	40	26	17	26	11	14	12	6	748	32	http://www.gunsang.kr
2018	전북	군산시	상업고등학교	공립	여자	중소도시	군산여자상업고등학교	주간	63	47	21	13	31	24	11	10	6	760	32	http://www.gunsan-gch.hs.kr
2018	전북	군산시	공업고등학교	공립	남자	중소도시	군산기계공업고등학교	주간	62	18	17	8	36	3	9	7	9	465	23	http://www.gunsan-mh.hs.kr
2018	전북	익산시	공업고등학교	공립	남여공학	중소도시	이리공업고등학교	주간	105	39	35	23	60	12	10	4	8	"1,137"	44	http://www.jb-it.hs.kr
2018	전북	익산시	상업고등학교	사립	여자	면지역	진경여자고등학교	주간	39	18	21	12	15	5	3	1	5	405	18	http://www.jingyeong.hs.kr
2018	전북	익산시	공업고등학교	국립	남여공학	중소도시	전북기계공업고등학교	주간	117	23	37	18	41	1	39	4	43	806	41	http://cmt.or.kr
2018	전북	정읍시	농림업고등학교	공립	남여공학	중소도시	정읍제일고등학교	주간	31	14	9	4	15	5	7	5	5	227	12	http://www.jjh.hs.kr
2018	전북	정읍시	공업고등학교	공립	남여공학	면지역	칠보고등학교	주간	10	3	3	1	5	1	2	1	3	19	3	http://chilbo.hs.kr
2018	전북	정읍시	가사고등학교	사립	여자	중소도시	학산고등학교	주간	41	22	15	6	20	13	6	3	5	443	19	http://www.h-s.hs.kr
2018	전북	남원시	농림업고등학교	공립	남여공학	중소도시	남원용성고등학교	주간	32	8	9	3	18	3	5	2	5	220	14	http://yongsung.hs.kr
2018	전북	남원시	가사고등학교	사립	남여공학	중소도시	남원제일고등학교	주간	35	14	13	6	16	6	6	2	5	316	18	http://www.nfirst.hs.kr
2018	전북	남원시	농림업고등학교	공립	남여공학	읍지역	한국경마축산고등학교	주간	20	6	6	1	5	2	9	3	10	113	6	http://www.horseman.hs.kr
2018	전북	김제시	상업고등학교	사립	남여공학	중소도시	덕암정보고등학교	주간	50	20	18	6	29	13	3	1	6	596	24	http://www.deogam.hs.kr
2018	전북	김제시	농림업고등학교	공립	남여공학	중소도시	김제농생명마이스터고등학교	주간	51	25	15	6	30	16	6	3	15	336	18	http://www.kjah.hs.kr
2018	전북	완주군	공업고등학교	공립	남여공학	읍지역	삼례공업고등학교	주간	66	21	20	11	40	6	6	4	9	560	27	http://samrye.hs.kr
2018	전북	완주군	공업고등학교	사립	남여공학	면지역	한국게임과학고등학교	주간	24	3	13	2	9	1	2	0	3	197	12	http://www.game.hs.kr
2018	전북	진안군	농림업고등학교	사립	남여공학	읍지역	한국한방고등학교	주간	16	8	8	3	6	5	2	0	4	147	6	http://www.khb.hs.kr/
2018	전북	진안군	공업고등학교	공립	남여공학	읍지역	진안공업고등학교	주간	25	8	6	3	14	2	5	3	4	168	9	http://jinan.hs.kr
2018	전북	장수군	공업고등학교	공립	남여공학	면지역	장계공업고등학교	주간	20	9	8	5	7	1	5	3	4	109	7	http://www.janggye.hs.kr
2018	전북	임실군	농림업고등학교	공립	남여공학	면지역	한국치즈과학고등학교	주간	19	9	6	1	8	6	5	2	4	138	7	http://www.kcs.hs.kr
2018	전북	임실군	공업고등학교	공립	남여공학	면지역	오수고등학교	주간	17	6	7	4	6	0	4	2	4	67	7	http://osu.hs.kr
2018	전북	고창군	공업고등학교	사립	남여공학	읍지역	강호항공고등학교	주간	47	11	22	6	20	4	5	1	8	600	24	http://kangho.hs.kr
2018	전북	부안군	농림업고등학교	공립	남여공학	면지역	부안제일고등학교	주간	29	13	9	5	13	6	7	2	5	170	11	http://www.buanat.hs.kr
2018	전북	부안군	공업고등학교	공립	남여공학	면지역	줄포자동차공업고등학교	주간	18	7	6	4	7	0	5	3	5	146	7	http://www.jpm.hs.kr
2018	전남	목포시	공업고등학교	공립	남여공학	중소도시	목포공업고등학교	주간	81	31	22	11	41	7	18	13	7	778	36	http://mokpo-mt.hs.jne.kr
2018	전남	목포시	상업고등학교	사립	남여공학	중소도시	목포성신고등학교	주간	40	14	20	9	15	4	5	1	5	169	10	http://mpss.hs.jne.kr/
2018	전남	목포시	상업고등학교	사립	여자	중소도시	목포여자상업고등학교	주/야간	73	33	31	16	32	14	10	3	5	758	34	http://mpgch.hs.jene.kr
2018	전남	목포시	상업고등학교	사립	남여공학	중소도시	목포중앙고등학교	주간	41	17	13	5	20	7	8	5	4	418	18	http://mokpojoongang.hs.jne.kr
2018	전남	여수시	공업고등학교	사립	남여공학	중소도시	여수공업고등학교	주/야간	82	17	35	12	38	2	9	3	8	924	38	http://www.yeosu-th.hs.jne.kr
2018	전남	여수시	상업고등학교	사립	남여공학	중소도시	여수정보과학고등학교	주간	77	36	30	16	40	16	7	4	7	899	38	http://yosuis.hs.jne.kr
2018	전남	여수시	상업고등학교	사립	여자	중소도시	진성여자고등학교	주간	53	39	22	20	24	14	7	5	5	529	25	http://www.jsg.hs.jne.kr
2018	전남	여수시	수산고등학교	공립	남여공학	읍지역	여수해양과학고등학교	주간	22	9	7	1	12	8	3	0	5	157	9	http://ym-s.hs.jne.kr
2018	전남	여수시	공업고등학교	공립	남여공학	중소도시	여수석유화학고등학교	주간	53	23	20	14	24	5	9	4	6	321	22	http://yspetchem.hs.jne.kr
2018	전남	순천시	체육고등학교	공립	남여공학	면지역	한국바둑고등학교	주간	17	6	10	5	4	0	3	1	2	104	6	http://kbd.hs.jne.kr
2018	전남	순천시	공업고등학교	공립	남자	중소도시	순천공업고등학교	주간	82	32	33	22	43	8	6	2	8	926	39	http://sungong.hs.jne.kr
2018	전남	순천시	공업고등학교	공립	남여공학	면지역	순천전자고등학교	주간	50	24	14	6	23	11	13	7	4	400	20	http://jeonja.hs.jne.kr/
2018	전남	순천시	상업고등학교	사립	여자	중소도시	순천청암고등학교	주간	69	36	32	15	30	17	7	4	5	798	33	http://www.sca.hs.jne.kr
2018	전남	순천시	상업고등학교	사립	남여공학	중소도시	순천효산고등학교	주간	58	22	27	10	25	9	6	3	4	647	27	http://hyosan.hs.jne.kr
2018	전남	나주시	농림업고등학교	공립	남여공학	면지역	호남원예고등학교	주간	29	19	10	8	13	7	6	4	5	187	16	http://honamh.hs.jne.kr
2018	전남	나주시	공업고등학교	사립	남여공학	중소도시	나주공업고등학교	주간	40	9	17	6	20	3	3	0	6	439	18	http://naju-tech.hs.jne.kr
2018	전남	나주시	상업고등학교	공립	남여공학	중소도시	나주상업고등학교	주간	28	17	11	6	14	10	3	1	4	223	13	http://njc.hs.jne.kr
2018	전남	나주시	실업고등학교	공립	남여공학	중소도시	전남미용고등학교	주간	29	23	9	5	17	16	3	2	3	283	12	http://jn-beauty.hs.jne.kr
2018	전남	광양시	농림업고등학교	공립	남여공학	읍지역	광양하이텍고등학교	주간	55	19	14	7	26	6	15	6	5	509	25	http://gyh.hs.jne.kr
2018	전남	광양시	상업고등학교	공립	남여공학	면지역	한국항만물류고등학교	주간	42	21	14	8	23	10	5	3	7	294	15	http://kpl.hs.jne.kr
2018	전남	담양군	공업고등학교	공립	남여공학	읍지역	담양공업고등학교	주간	56	18	16	10	32	4	8	4	8	385	20	http://damyang-t.hs.jne.kr
2018	전남	곡성군	실업고등학교	공립	남여공학	읍지역	전남조리과학고등학교	주간	22	14	9	5	7	5	6	4	4	230	10	http://jcas.hs.jne.kr
2018	전남	구례군	농림업고등학교	공립	남여공학	읍지역	전남자연과학고등학교	주간	30	16	9	5	12	6	9	5	5	199	14	http://jns.hs.jne.kr
2018	전남	고흥군	공업고등학교	공립	남여공학	면지역	고흥도화고등학교	주간	15	5	6	4	7	1	2	0	5	101	6	http://ghdohwa.hs.jne.kr/
2018	전남	고흥군	공업고등학교	공립	남여공학	면지역	고흥영주고등학교	주간	13	4	6	2	5	2	2	0	3	51	3	http://youngju.hs.jne.kr
2018	전남	고흥군	상업고등학교	공립	남여공학	읍지역	고흥산업과학고등학교	주간	36	19	13	7	17	9	6	3	3	283	17	http://goheungv.hs.jne.kr
2018	전남	보성군	공업고등학교	공립	남여공학	읍지역	다향고등학교	주간	18	5	7	1	7	2	4	2	4	108	7	http://dahyangv.hs.jne.kr
2018	전남	보성군	상업고등학교	공립	남여공학	읍지역	벌교상업고등학교	주간	31	20	9	4	15	12	7	4	4	176	14	http://beolgyoc.hs.jne.kr
2018	전남	화순군	공업고등학교	공립	남여공학	읍지역	전남기술과학고등학교	주간	58	27	18	10	28	10	12	7	5	494	28	http://www.jts.hs.jne.kr
2018	전남	장흥군	농림업고등학교	공립	남여공학	읍지역	한국말산업고등학교	주간	15	5	6	3	4	2	5	0	5	63	5	http://korhorse.hs.jne.kr
2018	전남	장흥군	공업고등학교	공립	남여공학	읍지역	정남진산업고등학교	주간	34	13	12	5	15	5	7	3	5	246	18	http://jangheungsil.hs.jne.kr/
2018	전남	강진군	상업고등학교	공립	남여공학	면지역	병영상업고등학교	주간	13	5	6	2	4	2	3	1	1	73	4	http://www.joyschool.hs jne. kr
2018	전남	강진군	농림업고등학교	공립	남여공학	읍지역	전남생명과학고등학교	주간	51	28	14	9	27	12	10	7	10	291	16	http://www.jn-life.hs.jne.kr
2018	전남	해남군	공업고등학교	공립	남여공학	읍지역	해남공업고등학교	주간	64	23	19	9	34	8	11	6	7	585	33	http://haenam-tech.hs.jne.kr
2018	전남	해남군	상업고등학교	공립	남여공학	면지역	송지고등학교	주간	19	9	10	5	5	3	4	1	4	113	9	http://songji.hs.jne.kr
2018	전남	영암군	공업고등학교	공립	남여공학	면지역	구림공업고등학교	주간	22	7	8	4	9	1	5	2	6	179	9	http://gurim-tech.hs.jne.kr/
2018	전남	영암군	공업고등학교	공립	남여공학	면지역	영암전자과학고등학교	주간	17	6	6	3	6	0	5	3	4	105	7	http://shinbuket.hs.jne.kr
2018	전남	함평군	실업고등학교	공립	남여공학	면지역	전남보건고등학교	주간	26	17	12	8	11	8	3	1	4	211	9	http://jnmds.hs.jne.kr
2018	전남	영광군	공업고등학교	공립	남여공학	읍지역	영광공업고등학교	주간	39	22	11	9	19	7	9	6	4	330	18	http://yeongkwang.hs.jne.kr
2018	전남	영광군	공업고등학교	공립	남여공학	면지역	영광전자고등학교	주간	16	6	5	3	6	1	5	2	2	66	5	http://yjekec.hs.jne.kr
2018	전남	영광군	상업고등학교	공립	남여공학	면지역	법성고등학교	주간	33	20	11	7	16	10	6	3	4	200	16	http://bubsung.hs.jne.kr
2018	전남	장성군	농림업고등학교	공립	남여공학	읍지역	장성하이텍고등학교	주간	39	21	12	8	19	10	8	3	4	302	17	http://jangseongv.hs.jne.kr
2018	전남	장성군	상업고등학교	공립	남여공학	면지역	삼계고등학교	주간	18	8	8	4	5	1	5	3	4	132	6	http://samgye.hs.jne.kr
2018	전남	완도군	수산고등학교	공립	남여공학	읍지역	완도수산고등학교	주간	41	20	13	6	18	7	10	7	26	248	15	http://wandosugo.hs.jne.kr
2018	전남	진도군	공업고등학교	공립	남여공학	읍지역	진도실업고등학교	주간	31	11	10	5	16	5	5	1	3	219	14	http://www.jindosilgo.hs.jne.kr
2018	전남	신안군	상업고등학교	공립	남여공학	도서벽지	안좌고등학교	주간	16	6	9	4	3	1	4	1	4	73	7	http://anjwa.hs.jne.kr
2018	전남	신안군	상업고등학교	공립	남여공학	도서벽지	임자고등학교	주간	15	7	11	6	2	1	2	0	2	48	6	http://imja.hs.jne.kr
2018	전남	신안군	수산고등학교	공립	남여공학	읍지역	신안해양과학고등학교	주간	18	11	8	6	7	4	3	1	5	147	7	http://shinanmarine.hs.jne.kr
2018	경북	포항시	공업고등학교	공립	여자	중소도시	포항여자전자고등학교	주간	61	32	18	8	31	14	12	10	8	582	30	http://school.gyo6.net/pgeh
2018	경북	포항시	공업고등학교	공립	남여공학	읍지역	포항흥해공업고등학교	주간	70	24	22	9	38	8	10	7	10	862	33	http://www.heunghae-th.hs.kr
2018	경북	포항시	수산고등학교	공립	남여공학	중소도시	포항해양과학고등학교	주간	48	17	15	6	28	9	5	2	18	376	23	http://school.gyo6.net/pomash
2018	경북	포항시	가사고등학교	공립	남여공학	읍지역	포항과학기술고등학교	주간	21	14	7	4	11	9	3	1	2	141	8	http://psths.school.gyo6.net/
2018	경북	포항시	가사고등학교	사립	남여공학	면지역	경북간호고등학교	주간	13	8	5	1	5	5	3	2	1	97	6	http://school.gyo6.net/gbnursinghs
2018	경북	포항시	공업고등학교	사립	남자	중소도시	포항제철공업고등학교	주간	81	18	19	7	54	6	8	5	6	547	29	http://school.gyo6.net/pocheoltechhs
2018	경북	경주시	공업고등학교	공립	남여공학	중소도시	경주공업고등학교	주간	55	20	14	8	30	4	11	8	12	406	26	http://school.gyo6.net/kjth
2018	경북	경주시	공업고등학교	공립	남여공학	면지역	경주디자인고등학교	주간	27	16	9	4	9	7	9	5	5	202	10	http://school.gyo6.net/godesign
2018	경북	경주시	공업고등학교	공립	남여공학	읍지역	안강전자고등학교	주간	16	6	4	3	8	1	4	2	4	106	10	http://anganghs.school.gyo6.net
2018	경북	경주시	공업고등학교	사립	남자	면지역	신라공업고등학교	주간	55	9	21	6	29	1	5	2	10	703	27	http://www.silla.hs.kr
2018	경북	경주시	상업고등학교	공립	남여공학	읍지역	감포고등학교	주간	11	5	6	2	3	2	2	1	3	23	3	http://school.gyo6.net/gampohs
2018	경북	경주시	상업고등학교	공립	남여공학	면지역	경주마케팅고등학교	주간	6	3	1	0	3	2	2	1	2	9	2	http://school.gyo6.net/sannae/
2018	경북	경주시	상업고등학교	사립	남자	중소도시	경주정보고등학교	주간	57	15	21	7	26	5	10	3	6	678	27	http://interneths.school.gyo6.net/
2018	경북	경주시	가사고등학교	사립	여자	중소도시	경주여자정보고등학교	주간	51	31	23	15	23	14	5	2	6	585	25	http://www.newschool.hs.kr
2018	경북	경주시	가사고등학교	사립	남여공학	면지역	삼성생활예술고등학교	주간	18	8	6	2	7	3	5	3	3	224	9	http://beauty-samseong.school.gyo6.net
2018	경북	경주시	가사고등학교	사립	남여공학	읍지역	효청보건고등학교	주간	26	16	10	8	11	6	5	2	4	293	12	http://www.hyochung.hs.kr
2018	경북	김천시	농림업고등학교	공립	남여공학	중소도시	김천생명과학고등학교	주간	46	28	14	8	24	15	8	5	8	498	21	http://gimnong.school.gyo6.net
2018	경북	김천시	공업고등학교	공립	남여공학	읍지역	경북과학기술고등학교	주간	35	15	14	8	18	6	3	1	4	355	15	http://www.gst.hs.kr
2018	경북	김천시	상업고등학교	공립	남여공학	면지역	김천상업고등학교	주간	9	5	2	2	5	2	2	1	3	27	6	http://school.gyo6.net/kcch
2018	경북	안동시	농림업고등학교	공립	남여공학	중소도시	한국생명과학고등학교	주간	47	22	16	7	21	11	10	4	12	452	21	http://school.gyo6.net/hansaenghs/
2018	경북	안동시	공업고등학교	사립	남여공학	중소도시	경북하이텍고등학교	주간	39	6	15	1	17	2	7	3	8	457	19	http://school.gyo6.net/andong-techs
2018	경북	구미시	상업고등학교	공립	여자	중소도시	구미여자상업고등학교	주간	49	33	14	9	26	16	9	8	5	544	22	http://school.gyo6.net/gys
2018	경북	구미시	상업고등학교	공립	남여공학	중소도시	구미정보고등학교	주간	41	26	14	8	22	15	5	3	4	468	18	http://school.gyo6.net/gumi-infohs
2018	경북	구미시	가사고등학교	공립	남여공학	면지역	경북생활과학고등학교	주간	40	35	12	9	18	18	10	8	5	378	15	http://school.gyo6.net/gbds
2018	경북	구미시	공업고등학교	국립	남여공학	중소도시	구미전자공업고등학교	주간	122	51	29	21	76	18	17	12	39	822	42	http://gnet.hs.kr
2018	경북	구미시	공업고등학교	공립	남자	중소도시	금오공업고등학교	주간	102	29	21	15	66	5	15	9	12	597	30	http://www.koths.or.kr
2018	경북	영주시	공업고등학교	사립	남여공학	읍지역	경북항공고등학교	주간	26	3	9	2	15	1	2	0	6	322	12	http://gag.school.gyo6.net
2018	경북	영주시	가사고등학교	사립	남여공학	중소도시	영주동산고등학교	주간	35	21	15	9	15	11	5	1	4	354	17	http://school.gyo6.net/ds
2018	경북	영천시	공업고등학교	사립	남여공학	읍지역	금호공업고등학교	주간	20	2	7	1	10	1	3	0	3	242	9	http://gumhohs.school.gyo6.net/
2018	경북	영천시	공업고등학교	사립	남여공학	면지역	영천전자고등학교	주간	20	3	9	1	8	1	3	1	4	204	9	http://school.gyo6.net/yeongcheon-e/
2018	경북	영천시	농림업고등학교	공립	남여공학	면지역	경북식품과학마이스터고등학교	주간	24	14	8	5	9	5	7	4	3	119	7	http://school.gyo6.net/gfsm
2018	경북	상주시	농림업고등학교	사립	남여공학	면지역	용운고등학교	주간	23	10	9	6	7	3	7	1	5	210	13	http://www.yongun.com
2018	경북	상주시	공업고등학교	공립	남여공학	중소도시	상산전자고등학교	주간	34	13	11	5	15	4	8	4	6	274	17	http://school.gyo6.net/sangsanhs
2018	경북	상주시	공업고등학교	사립	남자	중소도시	상주공업고등학교	주간	51	5	21	1	26	3	4	1	9	642	24	http://school.gyo6.net/sanggong
2018	경북	상주시	가사고등학교	사립	여자	읍지역	상지여자상업고등학교	주간	31	15	12	4	15	9	4	2	3	307	15	http://school.gyo6.net/sangjihs
2018	경북	문경시	공업고등학교	공립	남여공학	중소도시	문경공업고등학교	주간	39	17	15	9	18	4	6	4	8	320	20	http://mungyeong-th.school.gyo6.net/
2018	경북	문경시	가사고등학교	공립	남여공학	도서벽지	경북조리과학고등학교	주간	23	15	8	5	8	7	7	3	4	192	10	http://school.gyo6.net/mgtour
2018	경북	경산시	공업고등학교	공립	남여공학	면지역	경북기계금속고등학교	주간	43	14	12	8	25	2	6	4	7	494	18	http://school.gyo6.net/gbgigo/
2018	경북	경산시	상업고등학교	사립	여자	면지역	경산여자상업고등학교	주간	33	19	14	8	17	10	2	1	1	431	15	http://gnc.school.gyo6.net
2018	경북	의성군	공업고등학교	공립	남여공학	읍지역	의성공업고등학교	주간	28	12	8	3	10	2	10	7	7	160	10	http://www.ustech.hs.kr
2018	경북	의성군	상업고등학교	공립	여자	면지역	금성여자상업고등학교	주간	8	3	1	0	5	3	2	0	3	28	6	http://keumsunghs.school.gyo6.net
2018	경북	의성군	상업고등학교	공립	남여공학	면지역	봉양정보고등학교	주간	14	7	8	6	4	1	2	0	2	48	3	http://school.gyo6.net/bymh
2018	경북	청송군	공업고등학교	사립	남여공학	면지역	청송자동차고등학교	주간	9	1	3	1	4	0	2	0	3	52	3	http://school.gyo6.net/cst
2018	경북	영덕군	상업고등학교	공립	남여공학	면지역	강구정보고등학교	주간	14	5	5	3	6	2	3	0	2	54	7	http://school.gyo6.net/ganggu-ch
2018	경북	청도군	공업고등학교	공립	남여공학	면지역	청도전자고등학교	주간	24	16	8	6	9	5	7	5	4	172	12	http://school.gyo6.net/cdehs
2018	경북	고령군	가사고등학교	공립	남여공학	읍지역	고령고등학교	주간	22	15	8	4	9	8	5	3	4	156	8	http://school.gyo6.net/goryeong
2018	경북	성주군	상업고등학교	사립	남여공학	면지역	명인정보고등학교	주간	19	11	8	5	8	6	3	0	3	189	9	http://www.myin.hs.kr
2018	경북	칠곡군	공업고등학교	공립	남여공학	면지역	칠곡고등학교	주간	16	6	7	4	4	0	5	2	2	121	5	http://school.gyo6.net/chilgokhs
2018	경북	봉화군	농림업고등학교	공립	남여공학	면지역	한국산림과학고등학교	주간	17	8	5	2	6	3	6	3	3	147	6	http://school.gyo6.net/korea-forest/
2018	경북	봉화군	상업고등학교	사립	남여공학	읍지역	경북인터넷고등학교	주간	14	5	5	4	6	1	3	0	3	121	6	http://school.gyo6.net/kbinter
2018	경북	울진군	상업고등학교	공립	남여공학	읍지역	평해정보고등학교	주간	16	4	7	1	6	1	3	2	2	86	6	http://school.gyo6.net/phhs
2018	경북	울진군	공업고등학교	공립	남자	읍지역	한국원자력마이스터고등학교	주간	42	15	13	6	22	4	7	5	4	236	12	http://pyth.school.gyo6.net
2018	경북	울릉군	수산고등학교	공립	남여공학	도서벽지	울릉고등학교	주간	22	4	11	2	7	2	4	0	3	107	10	http://school.gyo6.net/ul
2018	경남	창원시	공업고등학교	공립	남여공학	중소도시	창원기계공업고등학교	주간	118	35	38	23	69	5	11	7	12	"1,252"	51	http://yongzi.hs.kr/
2018	경남	창원시	공업고등학교	사립	남자	중소도시	마산공업고등학교	주간	61	8	26	5	31	2	4	1	8	677	30	http://magong.hs.kr
2018	경남	창원시	공업고등학교	사립	남자	중소도시	창원공업고등학교	주간	60	13	28	11	27	1	5	1	7	726	30	http://www.changwon-t.hs.kr
2018	경남	창원시	공업고등학교	사립	여자	중소도시	한일여자고등학교	주간	68	45	31	21	29	18	8	6	9	746	33	http://www.hi.hs.kr
2018	경남	창원시	상업고등학교	사립	남여공학	중소도시	경남관광고등학교	주간	67	34	23	7	33	19	11	8	6	735	32	http://www.gntour.hs.kr
2018	경남	진주시	공업고등학교	공립	남여공학	중소도시	진주기계공업고등학교	주간	70	21	21	13	43	4	6	4	7	538	27	http://www.jinju-mt.hs.kr
2018	경남	진주시	공업고등학교	사립	남여공학	중소도시	경남자동차고등학교	주간	46	8	16	3	25	3	5	2	7	477	21	http://www.gnautomobile.hs.kr/
2018	경남	진주시	공업고등학교	사립	남여공학	중소도시	경진고등학교	주간	48	12	24	6	17	2	7	4	6	412	24	http://gyeongjin-h.gne.go.kr
2018	경남	진주시	상업고등학교	공립	남여공학	중소도시	경남정보고등학교	주간	41	28	16	10	20	15	5	3	6	330	18	http://www.kninfo.hs.kr
2018	경남	진주시	상업고등학교	사립	여자	중소도시	선명여자고등학교	주간	71	42	34	20	32	19	5	3	7	698	33	http://www.sunmyung.hs.kr
2018	경남	사천시	농림업고등학교	공립	남여공학	면지역	경남자영고등학교	주간	38	18	11	5	21	8	6	5	13	267	12	http://gnjayeong-h.gne.go.kr
2018	경남	사천시	상업고등학교	사립	여자	읍지역	사천여자고등학교	주간	29	14	12	6	10	5	7	3	4	230	13	http://www.scgh.hs.kr
2018	경남	사천시	공업고등학교	공립	남여공학	중소도시	삼천포공업고등학교	주간	44	15	14	7	22	3	8	5	7	291	15	http://www.schoolinfo.go.kr/index.jsp?GS_CD=S160000592
2018	경남	김해시	농림업고등학교	공립	남여공학	중소도시	김해생명과학고등학교	주간	62	40	22	14	29	19	11	7	6	533	27	http://www.kimhae-agh.hs.kr
2018	경남	김해시	공업고등학교	공립	남여공학	중소도시	김해건설공업고등학교	주간	93	27	30	17	52	1	11	9	11	"1,039"	42	http://ghgeonseol-h.gne.go.kr/
2018	경남	김해시	상업고등학교	사립	여자	중소도시	김해한일여자고등학교	주간	54	27	24	11	23	11	7	5	6	599	24	http://khanil-h.gne.go.kr
2018	경남	김해시	실업고등학교	공립	남여공학	읍지역	진영제일고등학교	주간	26	16	8	4	11	7	7	5	6	171	10	http://jyjeil-h.gne.go.kr
2018	경남	밀양시	공업고등학교	공립	남여공학	면지역	밀양전자고등학교	주간	21	5	5	3	10	1	6	1	4	59	10	http://jeonja-h.gne.go.kr/
2018	경남	밀양시	상업고등학교	사립	여자	중소도시	밀성제일고등학교	주간	41	20	17	6	19	10	5	4	4	332	22	http://msji-h.gne.go.kr/
2018	경남	거제시	상업고등학교	공립	여자	면지역	거제여자상업고등학교	주간	33	17	13	7	17	10	3	0	6	196	18	http://ggch-h.gne.go.kr
2018	경남	거제시	실업고등학교	공립	남여공학	면지역	경남산업고등학교	주간	65	32	23	7	32	20	10	5	6	717	29	http://gni-h.gne.go.kr
2018	경남	거제시	공업고등학교	공립	남자	중소도시	거제공업고등학교	주간	63	27	18	12	35	9	10	6	7	459	24	http://www.geoje-th.hs.kr
2018	경남	의령군	상업고등학교	공립	남여공학	면지역	신반정보고등학교	주간	20	9	9	4	8	4	3	1	4	76	7	http://sinban-h.gne.go.kr/
2018	경남	함안군	상업고등학교	사립	남여공학	면지역	경남로봇고등학교	주간	18	5	7	1	7	2	4	2	3	144	6	http://www.gr.hs.kr
2018	경남	창녕군	공업고등학교	공립	남여공학	읍지역	창녕슈퍼텍고등학교	주간	31	11	9	5	15	3	7	3	3	219	14	http://cnsupertech-h.gne.go.kr
2018	경남	창녕군	공업고등학교	사립	남여공학	면지역	창녕공업고등학교	주간	28	5	11	4	11	0	6	1	5	256	12	http://cths.hs.kr
2018	경남	고성군	공업고등학교	공립	남여공학	읍지역	경남항공고등학교	주간	45	16	18	9	23	5	4	2	8	431	19	http://www.hanggong.hs.kr
